location,date,vaccine,source_url,total_vaccinations,people_vaccinated,total_boosters
Hong Kong,2022-06-30,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17713441,6744416,6454898
Hong Kong,2022-07-01,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17721342,6744948,6456322
Hong Kong,2022-07-02,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17721467,6744960,6456352
Hong Kong,2022-07-03,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17731681,6745496,6458309
Hong Kong,2022-07-04,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17747229,6746491,6461470
Hong Kong,2022-07-05,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17759842,6747278,6463837
Hong Kong,2022-07-06,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17771394,6748031,6465789
Hong Kong,2022-07-07,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17783604,6748804,6467924
Hong Kong,2022-07-08,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17801458,6750159,6471411
Hong Kong,2022-07-09,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17817600,6751278,6474495
Hong Kong,2022-07-10,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17824630,6751682,6475719
Hong Kong,2022-07-11,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17838139,6752621,6478321
Hong Kong,2022-07-12,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17850122,6753331,6480281
Hong Kong,2022-07-13,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17860961,6754053,6482213
Hong Kong,2022-07-14,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17872282,6754814,6484245
Hong Kong,2022-07-15,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17888076,6756026,6487237
Hong Kong,2022-07-16,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17903431,6757192,6490274
Hong Kong,2022-07-17,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17910763,6757626,6491421
Hong Kong,2022-07-18,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17923044,6758438,6493723
Hong Kong,2022-07-19,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17934833,6759213,6495555
Hong Kong,2022-07-20,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17945400,6759895,6497247
Hong Kong,2022-07-21,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17956044,6760560,6498905
Hong Kong,2022-07-22,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17971209,6761702,6501286
Hong Kong,2022-07-23,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17985464,6762575,6503466
Hong Kong,2022-07-24,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,17992323,6762957,6504492
Hong Kong,2022-07-25,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18005054,6763696,6506294
Hong Kong,2022-07-26,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18016080,6764386,6507917
Hong Kong,2022-07-27,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18028180,6765060,6509675
Hong Kong,2022-07-28,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18040602,6765784,6511646
Hong Kong,2022-07-29,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18056279,6766794,6513903
Hong Kong,2022-07-30,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18070641,6767650,6515854
Hong Kong,2022-07-31,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18077721,6768022,6516762
Hong Kong,2022-08-01,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18090362,6768835,6518383
Hong Kong,2022-08-02,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18102492,6769602,6519975
Hong Kong,2022-08-03,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18115304,6770323,6521543
Hong Kong,2022-08-04,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18129611,6771275,6523147
Hong Kong,2022-08-05,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18148483,6772681,6525385
Hong Kong,2022-08-06,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18168002,6774217,6527607
Hong Kong,2022-08-07,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18178952,6775032,6528707
Hong Kong,2022-08-08,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18197904,6776367,6530638
Hong Kong,2022-08-09,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18213004,6777438,6532296
Hong Kong,2022-08-10,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18226585,6778357,6533675
Hong Kong,2022-08-11,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18241839,6779368,6535414
Hong Kong,2022-08-12,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18261079,6780791,6537582
Hong Kong,2022-08-13,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18281521,6782395,6539939
Hong Kong,2022-08-14,"Pfizer/BioNTech, Sinovac",https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,18293689,6783403,6541316
